date,result,fighter,opponent,division,method,round,time,knockdowns,sub_attempts,pass,reversals,takedowns_landed,takedowns_attempts,sig_strikes_landed,sig_strikes_attempts,total_strikes_landed,total_strikes_attempts,head_strikes_landed,head_strikes_attempts,body_strikes_landed,body_strikes_attempts,leg_strikes_landed,leg_strikes_attempts,distance_strikes_landed,distance_strikes_attempts,clinch_strikes_landed,clinch_strikes_attempts,ground_strikes_landed,ground_strikes_attempts,fighter_stance,opponent_stance,index
"September 28, 2024",W,Renato Moicano,Benoit Saint Denis,Lightweight,KO/TKO,2,5:00,0,0,0.0,4:53,1,3,50,72,72,98,46,66,0,1,4,5,17,35,0,1,33,36,0.0,1.0,0
"September 28, 2024",L,Benoit Saint Denis,Renato Moicano,Lightweight,KO/TKO,2,5:00,0,0,0.0,0:05,0,0,25,60,35,70,13,44,10,14,2,2,25,60,0,0,0,0,1.0,0.0,1
"September 28, 2024",W,Nassourdine Imavov,Brendan Allen,Middleweight,U-DEC,3,5:00,0,0,0.0,5:47,0,0,57,86,79,114,51,80,5,5,1,1,37,59,7,9,13,18,0.0,0.0,2
"September 28, 2024",L,Brendan Allen,Nassourdine Imavov,Middleweight,U-DEC,3,5:00,0,0,0.0,6:06,1,10,30,52,56,82,20,41,4,5,6,6,20,38,6,10,4,4,0.0,0.0,3
"September 28, 2024",W,William Gomis,Joanderson Brito,Featherweight,S-DEC,3,5:00,0,0,1.0,3:52,0,3,43,71,69,101,16,35,18,27,9,9,30,57,13,14,0,0,1.0,0.0,4
"September 28, 2024",L,Joanderson Brito,William Gomis,Featherweight,S-DEC,3,5:00,0,2,0.0,6:40,3,6,29,67,57,105,9,39,5,8,15,20,23,60,2,3,4,4,0.0,1.0,5
"September 28, 2024",W,Bryan Battle,Kevin Jousset,Welterweight,KO/TKO,2,3:47,0,0,0.0,3:31,0,3,97,170,118,194,79,146,17,23,1,1,80,145,17,25,0,0,0.0,0.0,6
"September 28, 2024",L,Kevin Jousset,Bryan Battle,Welterweight,KO/TKO,2,3:47,0,0,0.0,0:12,0,2,58,97,63,107,31,66,10,12,17,19,46,84,12,13,0,0,0.0,0.0,7
"September 28, 2024",W,Morgan Charriere,Gabriel Miranda,Featherweight,KO/TKO,2,0:27,1,0,1.0,2:12,2,2,19,28,28,37,15,23,1,1,3,4,10,17,2,3,7,8,0.0,0.0,8
"September 28, 2024",L,Gabriel Miranda,Morgan Charriere,Featherweight,KO/TKO,2,0:27,0,0,0.0,1:07,1,4,11,38,17,45,7,23,3,11,1,4,9,34,2,4,0,0,0.0,0.0,9
"September 28, 2024",W,Fares Ziam,Matt Frevola,Lightweight,KO/TKO,3,2:59,1,1,1.0,4:43,4,4,58,94,69,107,44,77,11,14,3,3,45,75,7,9,6,10,0.0,0.0,10
"September 28, 2024",L,Matt Frevola,Fares Ziam,Lightweight,KO/TKO,3,2:59,0,1,1.0,2:47,1,3,16,59,25,72,7,44,7,12,2,3,9,49,7,10,0,0,0.0,0.0,11
"September 28, 2024",W,Ion Cutelaba,Ivan Erslan,Light Heavyweight,S-DEC,3,5:00,0,0,0.0,1:59,3,12,45,120,80,161,24,93,9,14,12,13,38,112,6,7,1,1,1.0,5.0,12
"September 28, 2024",L,Ivan Erslan,Ion Cutelaba,Light Heavyweight,S-DEC,3,5:00,0,0,1.0,5:19,1,2,39,69,63,101,29,59,7,7,3,3,33,61,5,6,1,2,5.0,1.0,13
"September 28, 2024",W,Oumar Sy,Da Woon Jung,Light Heavyweight,U-DEC,3,5:00,0,0,0.0,3:02,2,7,90,150,97,160,44,98,19,23,27,29,78,136,12,14,0,0,0.0,5.0,14
"September 28, 2024",L,Da Woon Jung,Oumar Sy,Light Heavyweight,U-DEC,3,5:00,0,0,1.0,0:09,0,1,29,117,36,124,18,92,5,12,6,13,25,113,4,4,0,0,5.0,0.0,15
"September 28, 2024",W,Ludovit Klein,Roosevelt Roberts,Lightweight,U-DEC,3,5:00,0,0,0.0,8:51,2,3,45,95,107,181,22,65,15,22,8,8,28,66,9,10,8,19,1.0,0.0,16
"September 28, 2024",L,Roosevelt Roberts,Ludovit Klein,Lightweight,U-DEC,3,5:00,0,0,0.0,0:43,0,3,24,60,58,104,10,43,10,12,4,5,19,50,4,9,1,1,0.0,1.0,17
"September 28, 2024",W,Taylor Lapilus,Vince Morales,Bantamweight,U-DEC,3,5:00,0,0,0.0,0:10,0,1,94,202,99,208,63,165,24,29,7,8,80,181,14,21,0,0,1.0,0.0,18
"September 28, 2024",L,Vince Morales,Taylor Lapilus,Bantamweight,U-DEC,3,5:00,0,0,0.0,3:02,2,6,39,141,49,154,25,113,10,19,4,9,34,124,5,17,0,0,0.0,1.0,19
"September 28, 2024",W,Ailin Perez,Daria Zhelezniakova,Women's Bantamweight,SUB,1,3:52,0,1,0.0,1:42,2,4,7,12,22,27,5,7,0,1,2,4,3,8,1,1,3,3,1.0,5.0,20
"September 28, 2024",L,Daria Zhelezniakova,Ailin Perez,Women's Bantamweight,SUB,1,3:52,0,0,0.0,0:39,1,1,5,12,12,21,4,10,1,2,0,0,4,11,0,0,1,1,5.0,1.0,21
"September 28, 2024",W,Daniel Barez,Victor Altamirano,Flyweight,U-DEC,3,5:00,1,0,0.0,1:09,0,0,67,130,78,142,34,90,18,22,15,18,61,122,0,0,6,8,0.0,1.0,22
"September 28, 2024",L,Victor Altamirano,Daniel Barez,Flyweight,U-DEC,3,5:00,0,0,0.0,0:00,0,1,71,177,76,184,28,105,28,54,15,18,71,177,0,0,0,0,1.0,0.0,23
"September 28, 2024",W,Jacqueline Cavalcanti,Nora Cornolle,Women's Bantamweight,S-DEC,3,5:00,0,0,1.0,1:09,0,0,54,154,87,194,28,117,12,15,14,22,48,146,6,8,0,0,0.0,0.0,24
"September 28, 2024",L,Nora Cornolle,Jacqueline Cavalcanti,Women's Bantamweight,S-DEC,3,5:00,0,0,0.0,3:56,1,9,54,114,80,156,15,65,17,23,22,26,41,95,13,19,0,0,0.0,0.0,25
"September 28, 2024",W,Chris Duncan,Bolaji Oki,Lightweight,SUB,1,3:34,0,1,0.0,0:00,0,1,10,25,12,29,7,18,1,1,2,6,10,25,0,0,0,0,0.0,0.0,26
"September 28, 2024",L,Bolaji Oki,Chris Duncan,Lightweight,SUB,1,3:34,0,0,0.0,1:11,2,3,28,50,29,51,25,47,3,3,0,0,21,39,6,8,1,3,0.0,0.0,27
"September 14, 2024",W,Merab Dvalishvili,Sean O'Malley,Bantamweight,U-DEC,5,5:00,0,0,0.0,10:03,6,15,82,164,214,310,55,130,4,6,23,28,29,85,8,14,45,65,0.0,1.0,28
"September 14, 2024",L,Sean O'Malley,Merab Dvalishvili,Bantamweight,U-DEC,5,5:00,0,0,0.0,0:00,0,0,47,89,49,91,22,48,23,39,2,2,45,85,0,1,2,3,1.0,0.0,29
"September 14, 2024",W,Valentina Shevchenko,Alexa Grasso,Women's Flyweight,U-DEC,5,5:00,0,0,0.0,16:04,8,12,45,80,193,233,38,71,3,5,4,4,39,72,2,2,4,6,1.0,0.0,30
"September 14, 2024",L,Alexa Grasso,Valentina Shevchenko,Women's Flyweight,U-DEC,5,5:00,0,2,0.0,0:49,1,4,18,100,153,245,8,74,3,10,7,16,16,98,1,1,1,1,0.0,1.0,31
"September 14, 2024",W,Diego Lopes,Brian Ortega,Featherweight,U-DEC,3,5:00,0,0,0.0,2:45,1,1,106,206,113,214,75,172,13,15,18,19,75,161,6,7,25,38,0.0,1.0,32
"September 14, 2024",L,Brian Ortega,Diego Lopes,Featherweight,U-DEC,3,5:00,0,0,0.0,0:06,0,2,63,195,69,201,52,180,4,8,7,7,61,192,1,1,1,2,1.0,0.0,33
"September 14, 2024",W,Esteban Ribovics,Daniel Zellhuber,Lightweight,S-DEC,3,5:00,0,0,0.0,0:00,0,0,156,345,156,345,103,276,32,48,21,21,154,342,2,3,0,0,0.0,1.0,34
"September 14, 2024",L,Daniel Zellhuber,Esteban Ribovics,Lightweight,S-DEC,3,5:00,1,0,0.0,0:15,0,1,121,308,121,308,83,255,33,48,5,5,117,304,4,4,0,0,1.0,0.0,35
"September 14, 2024",W,Ronaldo Rodriguez,Ode Osbourne,Flyweight,U-DEC,3,5:00,0,0,1.0,9:14,1,2,35,69,68,117,29,61,1,2,5,6,10,31,0,0,25,38,0.0,1.0,36
"September 14, 2024",L,Ode Osbourne,Ronaldo Rodriguez,Flyweight,U-DEC,3,5:00,1,2,1.0,1:07,1,3,37,68,55,93,28,59,4,4,5,5,22,46,0,0,15,22,1.0,0.0,37
"September 14, 2024",W,Norma Dumont,Irene Aldana,Women's Bantamweight,U-DEC,3,5:00,0,0,0.0,0:00,0,5,159,309,159,309,89,229,34,42,36,38,156,305,3,4,0,0,0.0,0.0,38
"September 14, 2024",L,Irene Aldana,Norma Dumont,Women's Bantamweight,U-DEC,3,5:00,0,0,0.0,0:05,0,0,69,183,69,183,47,145,12,23,10,15,67,180,2,3,0,0,0.0,0.0,39
"September 14, 2024",W,Ignacio Bahamondes,Manuel Torres,Lightweight,KO/TKO,1,4:02,2,0,0.0,0:38,0,0,31,58,36,63,25,46,3,4,3,8,11,25,4,4,16,29,0.0,5.0,40
"September 14, 2024",L,Manuel Torres,Ignacio Bahamondes,Lightweight,KO/TKO,1,4:02,0,0,0.0,0:20,0,0,20,43,20,43,9,30,10,10,1,3,12,35,8,8,0,0,5.0,0.0,41
"September 14, 2024",W,Ketlen Souza,Yazmin Jauregui,Women's Strawweight,SUB,1,3:02,1,1,0.0,0:15,0,0,21,35,21,35,12,25,6,7,3,3,16,30,4,4,1,1,0.0,0.0,42
"September 14, 2024",L,Yazmin Jauregui,Ketlen Souza,Women's Strawweight,SUB,1,3:02,0,0,0.0,0:00,0,2,35,73,35,73,18,52,8,10,9,11,29,66,5,5,1,2,0.0,0.0,43
"September 14, 2024",W,Joshua Van,Edgar Chairez,Flyweight,U-DEC,3,5:00,0,0,0.0,4:26,3,3,118,200,183,276,79,155,24,30,15,15,109,187,4,4,5,9,0.0,0.0,44
"September 14, 2024",L,Edgar Chairez,Joshua Van,Flyweight,U-DEC,3,5:00,0,1,0.0,0:27,0,2,79,189,87,197,46,145,12,18,21,26,77,187,2,2,0,0,0.0,0.0,45
"September 14, 2024",W,Raul Rosas Jr.,Aoriqileng,Bantamweight,U-DEC,3,5:00,0,0,0.0,7:32,3,7,41,94,98,158,21,59,7,20,13,15,27,70,0,0,14,24,1.0,0.0,46
"September 14, 2024",L,Aoriqileng,Raul Rosas Jr.,Bantamweight,U-DEC,3,5:00,0,0,0.0,0:00,0,0,22,54,80,118,12,43,10,11,0,0,22,54,0,0,0,0,0.0,1.0,47
"September 07, 2024",W,Sean Brady,Gilbert Burns,Welterweight,U-DEC,5,5:00,0,0,0.0,10:34,7,17,130,217,274,368,97,179,12,16,21,22,118,202,11,13,1,2,0.0,0.0,48
"September 07, 2024",L,Gilbert Burns,Sean Brady,Welterweight,U-DEC,5,5:00,0,0,0.0,2:43,1,6,47,97,76,126,25,72,19,21,3,4,32,80,15,17,0,0,0.0,0.0,49
"September 07, 2024",W,Natalia Silva,Jessica Andrade,Women's Flyweight,U-DEC,3,5:00,0,0,0.0,0:49,0,1,117,208,119,211,67,151,38,45,12,12,106,197,9,9,2,2,1.0,0.0,50
"September 07, 2024",L,Jessica Andrade,Natalia Silva,Women's Flyweight,U-DEC,3,5:00,0,0,0.0,2:11,0,1,50,140,62,153,33,114,13,20,4,6,48,136,2,4,0,0,0.0,1.0,51
"September 07, 2024",W,Steve Garcia,Kyle Nelson,Featherweight,KO/TKO,1,3:59,0,0,1.0,1:36,0,0,22,37,39,62,20,35,1,1,1,1,2,3,0,0,20,34,1.0,1.0,52
"September 07, 2024",L,Kyle Nelson,Steve Garcia,Featherweight,KO/TKO,1,3:59,0,0,0.0,2:13,0,0,1,2,31,36,0,1,0,0,1,1,1,2,0,0,0,0,1.0,1.0,53
"September 07, 2024",W,Cody Durden,Matt Schnell,Bantamweight,SUB,2,0:29,0,1,0.0,0:10,0,0,34,78,37,81,31,73,3,5,0,0,34,78,0,0,0,0,1.0,0.0,54
"September 07, 2024",L,Matt Schnell,Cody Durden,Bantamweight,SUB,2,0:29,0,0,0.0,0:00,0,1,40,83,40,83,32,73,3,3,5,7,38,81,2,2,0,0,0.0,1.0,55
"September 07, 2024",W,Yanal Ashmouz,Trevor Peek,Lightweight,U-DEC,3,5:00,0,0,0.0,8:16,9,18,42,66,85,124,26,48,9,11,7,7,19,41,18,20,5,5,0.0,1.0,56
"September 07, 2024",L,Trevor Peek,Yanal Ashmouz,Lightweight,U-DEC,3,5:00,0,0,0.0,0:30,0,1,55,107,63,115,29,78,18,21,8,8,48,99,7,8,0,0,1.0,0.0,57
"September 07, 2024",W,Chris Padilla,Rongzhu,Lightweight,KO/TKO,2,4:14,0,0,0.0,0:00,0,1,68,105,73,110,36,51,8,12,24,42,62,98,6,7,0,0,0.0,0.0,58
"September 07, 2024",L,Rongzhu,Chris Padilla,Lightweight,KO/TKO,2,4:14,0,0,0.0,0:12,0,0,49,88,49,88,26,61,12,13,11,14,43,81,6,7,0,0,0.0,0.0,59
"September 07, 2024",W,Isaac Dulgarian,Brendon Marotte,Featherweight,SUB,2,4:19,0,2,0.0,9:12,2,2,41,56,102,147,41,56,0,0,0,0,2,4,0,0,39,52,0.0,0.0,60
"September 07, 2024",L,Brendon Marotte,Isaac Dulgarian,Featherweight,SUB,2,4:19,0,0,0.0,0:00,0,0,3,7,22,27,2,6,1,1,0,0,2,6,0,0,1,1,0.0,0.0,61
"September 07, 2024",W,Andre Lima,Felipe dos Santos,Flyweight,U-DEC,3,5:00,0,2,0.0,9:00,2,2,18,37,43,70,5,21,6,7,7,9,14,33,4,4,0,0,0.0,0.0,62
"September 07, 2024",L,Felipe dos Santos,Andre Lima,Flyweight,U-DEC,3,5:00,0,0,0.0,0:41,0,8,38,76,69,122,14,45,14,19,10,12,33,68,5,7,0,1,0.0,0.0,63
"September 07, 2024",W,Gabriel Santos,Yizha,Featherweight,U-DEC,3,5:00,1,0,0.0,6:35,2,2,76,112,110,150,45,79,17,18,14,15,53,85,5,5,18,22,0.0,0.0,64
"September 07, 2024",L,Yizha,Gabriel Santos,Featherweight,U-DEC,3,5:00,0,0,0.0,0:04,0,4,41,92,96,160,26,71,8,13,7,8,40,90,0,0,1,2,0.0,0.0,65
"September 07, 2024",W,Jaqueline Amorim,Vanessa Demopoulos,Women's Strawweight,SUB,1,3:28,0,1,0.0,3:05,1,1,2,3,12,16,1,1,1,2,0,0,1,2,0,0,1,1,0.0,0.0,66
"September 07, 2024",L,Vanessa Demopoulos,Jaqueline Amorim,Women's Strawweight,SUB,1,3:28,0,0,0.0,0:00,0,0,2,6,3,7,0,3,2,3,0,0,2,6,0,0,0,0,0.0,0.0,67
"September 07, 2024",W,Andre Petroski,Dylan Budka,Middleweight,U-DEC,3,5:00,0,0,0.0,9:20,3,5,23,46,78,109,16,36,5,8,2,2,17,38,1,1,5,7,1.0,1.0,68
"September 07, 2024",L,Dylan Budka,Andre Petroski,Middleweight,U-DEC,3,5:00,0,0,0.0,0:00,0,0,17,53,23,59,14,48,3,3,0,2,13,49,4,4,0,0,1.0,1.0,69
"September 07, 2024",W,Nathan Fletcher,Zygimantas Ramaska,Featherweight,SUB,2,1:14,0,1,0.0,3:10,4,6,14,20,40,47,13,18,0,1,1,1,6,7,0,0,8,13,5.0,5.0,70
"September 07, 2024",L,Zygimantas Ramaska,Nathan Fletcher,Featherweight,SUB,2,1:14,0,1,2.0,1:51,0,0,6,10,12,16,5,8,1,2,0,0,2,5,4,5,0,0,5.0,5.0,71
"August 24, 2024",W,Caio Borralho,Jared Cannonier,Middleweight,U-DEC,5,5:00,1,1,0.0,1:59,0,1,153,255,156,258,106,197,26,37,21,21,129,224,2,3,22,28,1.0,1.0,72
"August 24, 2024",L,Jared Cannonier,Caio Borralho,Middleweight,U-DEC,5,5:00,0,0,0.0,0:00,0,0,83,254,83,254,57,206,11,24,15,24,82,252,1,2,0,0,1.0,1.0,73
"August 24, 2024",W,Tabatha Ricci,Angela Hill,Women's Strawweight,U-DEC,3,5:00,0,0,0.0,5:04,3,4,101,239,140,280,82,215,8,13,11,11,88,219,10,14,3,6,0.0,0.0,74
"August 24, 2024",L,Angela Hill,Tabatha Ricci,Women's Strawweight,U-DEC,3,5:00,0,0,0.0,0:10,0,2,112,216,140,245,66,152,43,61,3,3,88,182,19,26,5,8,0.0,0.0,75
"August 24, 2024",W,Ryan Loder,Robert Valentin,Middleweight,KO/TKO,2,1:49,0,1,1.0,4:45,1,3,42,52,63,73,41,51,1,1,0,0,1,2,0,0,41,50,0.0,5.0,76
"August 24, 2024",L,Robert Valentin,Ryan Loder,Middleweight,KO/TKO,2,1:49,0,2,1.0,1:38,0,1,1,2,5,6,1,2,0,0,0,0,1,2,0,0,0,0,5.0,0.0,77
"August 24, 2024",W,Mairon Santos,Kaan Ofli,Featherweight,KO/TKO,2,1:30,1,0,0.0,0:02,0,0,31,67,32,68,15,48,9,12,7,7,27,62,1,2,3,3,5.0,5.0,78
"August 24, 2024",L,Kaan Ofli,Mairon Santos,Featherweight,KO/TKO,2,1:30,0,0,0.0,1:33,0,0,12,28,19,35,10,22,1,2,1,4,11,27,1,1,0,0,5.0,5.0,79
"August 24, 2024",W,Michael Morales,Neil Magny,Welterweight,KO/TKO,1,4:39,1,0,0.0,1:16,0,0,34,40,39,45,30,35,0,0,4,5,4,5,0,0,30,35,0.0,0.0,80
"August 24, 2024",L,Neil Magny,Michael Morales,Welterweight,KO/TKO,1,4:39,0,0,0.0,2:05,0,2,5,11,13,19,1,7,2,2,2,2,3,8,1,2,1,1,0.0,0.0,81
"August 24, 2024",W,Gerald Meerschaert,Edmen Shahbazyan,Middleweight,SUB,2,4:12,0,1,0.0,0:21,1,6,21,44,31,54,11,33,6,7,4,4,20,42,1,2,0,0,1.0,0.0,82
"August 24, 2024",L,Edmen Shahbazyan,Gerald Meerschaert,Middleweight,SUB,2,4:12,0,0,0.0,2:21,0,0,48,113,48,113,31,94,16,18,1,1,26,60,5,9,17,44,0.0,1.0,83
"August 24, 2024",W,Francis Marshall,Dennis Buzukja,Lightweight,S-DEC,3,5:00,1,0,0.0,5:26,1,6,57,150,82,175,53,144,2,4,2,2,53,144,3,4,1,2,0.0,1.0,84
"August 24, 2024",L,Dennis Buzukja,Francis Marshall,Lightweight,S-DEC,3,5:00,0,0,0.0,0:08,0,1,66,145,76,156,46,110,14,27,6,8,65,143,1,2,0,0,1.0,0.0,85
"August 24, 2024",W,Zachary Reese,Jose Daniel Medina,Middleweight,U-DEC,3,5:00,0,1,1.0,5:57,5,9,75,129,101,162,42,85,20,30,13,14,57,101,2,4,16,24,5.0,5.0,86
"August 24, 2024",L,Jose Daniel Medina,Zachary Reese,Middleweight,U-DEC,3,5:00,0,0,0.0,1:12,1,2,32,74,53,97,20,55,5,12,7,7,30,72,1,1,1,1,5.0,5.0,87
"August 24, 2024",W,Viacheslav Borshchev,James Llontop,Lightweight,S-DEC,3,5:00,0,0,0.0,0:03,0,1,96,229,97,230,49,172,30,38,17,19,92,223,3,4,1,2,0.0,0.0,88
"August 24, 2024",L,James Llontop,Viacheslav Borshchev,Lightweight,S-DEC,3,5:00,0,0,0.0,0:05,0,0,93,249,97,253,40,168,27,44,26,37,91,244,1,4,1,1,0.0,0.0,89
"August 24, 2024",W,Jacqueline Cavalcanti,Josiane Nunes,Women's Bantamweight,S-DEC,3,5:00,0,0,0.0,0:00,0,0,91,171,91,171,49,119,11,19,31,33,91,171,0,0,0,0,0.0,1.0,90
"August 24, 2024",L,Josiane Nunes,Jacqueline Cavalcanti,Women's Bantamweight,S-DEC,3,5:00,0,0,0.0,0:08,0,0,52,153,52,153,33,126,11,19,8,8,50,149,0,0,2,4,1.0,0.0,91
"August 24, 2024",W,Wang Cong,Victoria Leonardo,Women's Flyweight,KO/TKO,1,1:02,1,0,0.0,0:02,0,0,10,26,10,26,4,16,1,5,5,5,10,26,0,0,0,0,5.0,0.0,92
"August 24, 2024",L,Victoria Leonardo,Wang Cong,Women's Flyweight,KO/TKO,1,1:02,0,0,0.0,0:00,0,0,1,9,1,9,0,7,0,1,1,1,1,9,0,0,0,0,0.0,5.0,93
"August 17, 2024",W,Dricus Du Plessis,Israel Adesanya,Middleweight,SUB,4,3:38,0,2,0.0,3:39,4,9,90,197,99,206,61,155,7,13,22,29,80,184,8,11,2,2,1.0,1.0,94
"August 17, 2024",L,Israel Adesanya,Dricus Du Plessis,Middleweight,SUB,4,3:38,0,0,1.0,0:09,0,1,97,203,105,211,63,165,26,29,8,9,92,198,4,4,1,1,1.0,1.0,95
"August 17, 2024",W,Kai Kara-France,Steve Erceg,Flyweight,KO/TKO,1,4:04,2,0,0.0,0:08,0,0,18,51,18,51,11,35,5,13,2,3,15,44,0,0,3,7,0.0,0.0,96
"August 17, 2024",L,Steve Erceg,Kai Kara-France,Flyweight,KO/TKO,1,4:04,0,0,0.0,0:00,0,0,9,29,9,29,8,26,0,2,1,1,9,29,0,0,0,0,0.0,0.0,97
"August 17, 2024",W,Dan Hooker,Mateusz Gamrot,Lightweight,S-DEC,3,5:00,0,0,0.0,1:28,0,0,65,143,82,162,41,111,24,32,0,0,44,119,4,6,17,18,1.0,1.0,98
"August 17, 2024",L,Mateusz Gamrot,Dan Hooker,Lightweight,S-DEC,3,5:00,0,0,0.0,4:59,5,15,64,129,88,154,56,119,6,8,2,2,43,97,2,2,19,30,1.0,1.0,99
"August 17, 2024",W,Jairzinho Rozenstruik,Tai Tuivasa,Heavyweight,S-DEC,3,5:00,0,0,0.0,0:01,0,0,91,184,92,185,58,146,12,16,21,22,86,177,5,7,0,0,0.0,1.0,100
"August 17, 2024",L,Tai Tuivasa,Jairzinho Rozenstruik,Heavyweight,S-DEC,3,5:00,0,0,0.0,0:01,0,0,37,126,37,126,19,92,6,17,12,17,37,124,0,2,0,0,1.0,0.0,101
"August 17, 2024",W,Carlos Prates,Li Jingliang,Welterweight,KO/TKO,2,4:02,3,0,0.0,0:00,0,0,55,84,55,84,44,70,1,3,10,11,55,84,0,0,0,0,1.0,0.0,102
"August 17, 2024",L,Li Jingliang,Carlos Prates,Welterweight,KO/TKO,2,4:02,0,0,0.0,0:23,0,0,41,111,41,111,12,64,4,10,25,37,41,111,0,0,0,0,0.0,1.0,103
"August 17, 2024",W,Valter Walker,Junior Tafa,Heavyweight,SUB,1,4:56,0,1,0.0,3:54,2,3,4,4,20,23,1,1,0,0,3,3,3,3,0,0,1,1,0.0,0.0,104
"August 17, 2024",L,Junior Tafa,Valter Walker,Heavyweight,SUB,1,4:56,0,0,0.0,0:00,0,0,5,8,10,13,4,7,1,1,0,0,4,7,1,1,0,0,0.0,0.0,105
"August 17, 2024",W,Ricardo Ramos,Josh Culibao,Featherweight,S-DEC,3,5:00,0,1,0.0,4:09,1,1,27,118,39,134,16,92,6,11,5,15,25,116,2,2,0,0,0.0,0.0,106
"August 17, 2024",L,Josh Culibao,Ricardo Ramos,Featherweight,S-DEC,3,5:00,1,0,0.0,1:30,0,0,70,127,92,150,40,91,9,10,21,26,58,112,1,1,11,14,0.0,0.0,107
"August 17, 2024",W,Casey O'Neill,Luana Santos,Women's Flyweight,U-DEC,3,5:00,0,1,0.0,2:21,0,2,83,193,113,227,60,163,12,19,11,11,69,177,5,7,9,9,0.0,0.0,108
"August 17, 2024",L,Luana Santos,Casey O'Neill,Women's Flyweight,U-DEC,3,5:00,0,0,0.0,2:21,1,5,41,97,46,102,26,75,10,17,5,5,41,94,0,3,0,0,0.0,0.0,109
"August 17, 2024",W,Jack Jenkins,Herbert Burns,Featherweight,KO/TKO,3,0:48,2,0,0.0,2:44,0,0,73,126,98,152,44,95,15,15,14,16,59,99,0,1,14,26,1.0,0.0,110
"August 17, 2024",L,Herbert Burns,Jack Jenkins,Featherweight,KO/TKO,3,0:48,0,0,0.0,1:54,2,9,24,79,45,101,11,61,7,10,6,8,21,73,3,4,0,2,0.0,1.0,111
"August 17, 2024",W,Tom Nolan,Alex Reyes,Lightweight,U-DEC,3,5:00,0,1,0.0,0:22,0,0,84,176,104,198,40,112,32,49,12,15,58,141,26,33,0,2,1.0,0.0,112
"August 17, 2024",L,Alex Reyes,Tom Nolan,Lightweight,U-DEC,3,5:00,0,0,0.0,4:16,2,5,69,140,89,161,30,87,21,33,18,20,52,114,16,25,1,1,0.0,1.0,113
"August 17, 2024",W,Song Kenan,Ricky Glenn,Welterweight,U-DEC,3,5:00,0,0,0.0,0:48,1,5,87,170,113,199,65,147,19,20,3,3,66,142,21,28,0,0,0.0,1.0,114
"August 17, 2024",L,Ricky Glenn,Song Kenan,Welterweight,U-DEC,3,5:00,0,0,0.0,3:32,2,15,40,99,67,127,15,65,11,15,14,19,33,92,7,7,0,0,1.0,0.0,115
"August 17, 2024",W,Jesus Aguilar,Stewart Nicoll,Flyweight,SUB,1,2:39,0,1,0.0,0:16,0,0,3,5,3,5,3,5,0,0,0,0,3,5,0,0,0,0,0.0,5.0,116
"August 17, 2024",L,Stewart Nicoll,Jesus Aguilar,Flyweight,SUB,1,2:39,0,0,0.0,2:04,1,1,8,17,15,29,4,12,2,2,2,3,2,4,0,0,6,13,5.0,0.0,117
"August 10, 2024",W,Serghei Spivac,Marcin Tybura,Heavyweight,SUB,1,1:44,0,1,0.0,0:34,1,1,3,5,8,11,2,4,0,0,1,1,3,5,0,0,0,0,0.0,0.0,118
"August 10, 2024",L,Marcin Tybura,Serghei Spivac,Heavyweight,SUB,1,1:44,0,0,1.0,0:43,0,0,0,4,9,18,0,2,0,2,0,0,0,4,0,0,0,0,0.0,0.0,119
"August 10, 2024",W,Chepe Mariscal,Damon Jackson,Featherweight,U-DEC,3,5:00,0,0,2.0,8:31,5,7,73,100,218,267,59,86,13,13,1,1,8,18,17,21,48,61,0.0,1.0,120
"August 10, 2024",L,Damon Jackson,Chepe Mariscal,Featherweight,U-DEC,3,5:00,0,0,1.0,4:18,1,5,32,49,49,72,5,16,26,32,1,1,5,15,27,34,0,0,1.0,0.0,121
"August 10, 2024",W,Danny Barlow,Nikolay Veretennikov,Welterweight,S-DEC,3,5:00,0,0,0.0,1:16,0,2,47,99,52,107,25,63,7,13,15,23,46,98,1,1,0,0,1.0,5.0,122
"August 10, 2024",L,Nikolay Veretennikov,Danny Barlow,Welterweight,S-DEC,3,5:00,0,0,0.0,0:09,0,2,50,92,59,101,23,59,22,28,5,5,45,87,5,5,0,0,5.0,1.0,123
"August 10, 2024",W,Chris Gutierrez,Quang Le,Bantamweight,U-DEC,3,5:00,0,0,0.0,0:12,0,0,59,78,69,88,23,34,4,5,32,39,58,77,1,1,0,0,0.0,1.0,124
"August 10, 2024",L,Quang Le,Chris Gutierrez,Bantamweight,U-DEC,3,5:00,0,0,0.0,4:05,2,11,16,69,32,87,6,55,5,8,5,6,15,63,0,0,1,6,1.0,0.0,125
"August 10, 2024",W,Yana Santos,Chelsea Chandler,Women's Bantamweight,U-DEC,3,5:00,1,0,0.0,1:00,0,0,94,135,135,186,30,58,38,50,26,27,58,94,36,41,0,0,0.0,1.0,126
"August 10, 2024",L,Chelsea Chandler,Yana Santos,Women's Bantamweight,U-DEC,3,5:00,0,0,0.0,2:41,0,0,56,124,73,152,31,90,25,34,0,0,29,88,27,36,0,0,1.0,0.0,127
"August 10, 2024",W,Toshiomi Kazama,Charalampos Grigoriou,Bantamweight,SUB,2,1:55,0,1,1.0,4:19,1,9,2,5,67,84,2,4,0,1,0,0,0,3,0,0,2,2,0.0,0.0,128
"August 10, 2024",L,Charalampos Grigoriou,Toshiomi Kazama,Bantamweight,SUB,2,1:55,1,0,0.0,2:04,0,0,26,38,36,48,23,34,3,4,0,0,7,17,1,1,18,20,0.0,0.0,129
